,tweet_id,prediction_raw,prediction_class
52,1047992109347876865,0.87611294,1.0
53,990932040819265536,0.68506235,1.0
54,964099899544494080,0.3929006,0.0
55,1012435162322235392,0.4852547,0.0
56,916385698621673472,0.29320526,0.0
57,962113339357843457,0.39872426,0.0
58,1075803641112657922,0.44651455,0.0
59,867146324680081410,0.30423507,0.0
60,968543427276234752,0.48520875,0.0
61,506411649344208896,0.6016726,1.0
62,537237978519986176,0.87394506,1.0
63,816815301253890049,0.7685404,1.0
0,1045381732713844739,0.07486073,0.0
1,987468213465354241,0.77030843,1.0
2,958749127470297090,0.4833102,0.0
3,1034575397491376133,0.23047592,0.0
4,1038507407729668096,0.9516115,1.0
5,1076157591741444098,0.050894834,0.0
6,1040007910372335616,0.19208953,0.0
7,1055968278596775936,0.29760304,0.0
8,1004447499359326209,0.13907444,0.0
9,1024104955857096704,0.2321653,0.0
10,984852292418592773,0.37787387,0.0
11,1052578185924239361,0.10387016,0.0
12,1030927078336520192,0.34327412,0.0
13,964229324323815424,0.4062292,0.0
14,1053426689802412034,0.23825942,0.0
15,1032994068777902081,0.13429902,0.0
16,1052369391084539904,0.34609517,0.0
17,1031899514620325888,0.51010567,1.0
18,942778461571178496,0.06296063,0.0
19,984236877548015616,0.21824001,0.0
20,1063075538133286912,0.059307277,0.0
21,1012024577608896515,0.5930881,1.0
22,1008851905307725834,0.42268482,0.0
23,992037631780368384,0.5158982,1.0
24,977243339689988097,0.11387361,0.0
25,982006786667446272,0.23713015,0.0
26,1049458336817664000,0.065480016,0.0
27,963225026626572288,0.6361072,1.0
28,991365245921906696,0.3205451,0.0
29,936949891183665153,0.44421247,0.0
30,961296160274239489,0.63030344,1.0
31,1051500434848923648,0.56856835,1.0
32,1065369344308363266,0.33038005,0.0
33,1029753232367726593,0.14147964,0.0
34,1059871498960277504,0.35259882,0.0
35,1049771158009196546,0.16347696,0.0
36,1045709956484395008,0.08881379,0.0
37,1058403500458160130,0.32213306,0.0
38,944258022678949888,0.49223998,0.0
39,1023712045622075402,0.4938637,0.0
40,1053087112235491329,0.04732219,0.0
41,992458997138587648,0.12236011,0.0
42,1047469407730061313,0.23930383,0.0
43,1071794507824447488,0.1142811,0.0
44,1073060296640491521,0.0819725,0.0
45,1059465173424058369,0.4429334,0.0
46,1012080014731370497,0.41671723,0.0
47,1037485845362761734,0.11369278,0.0
48,1025435983016284166,0.32795537,0.0
49,1041462255970385921,0.8696793,1.0
50,969668581784018945,0.18483284,0.0
51,1075636465391017985,0.02765216,0.0
52,1057400504622428165,0.5364803,1.0
53,1056907675345317889,0.09273601,0.0
54,1037340518605312000,0.052554905,0.0
55,959318476388102145,0.27560064,0.0
56,1054115679157272576,0.8082481,1.0
57,1001499924373090304,0.7494382,1.0
58,1004750066119270400,0.07360328,0.0
59,1036667641954545665,0.58441806,1.0
60,1016348204885999617,0.46470508,0.0
61,1012024778906132482,0.38298577,0.0
62,1012894856333668353,0.30094543,0.0
63,972134661001568256,0.2651644,0.0
0,982177345023787008,0.22933404,0.0
1,879473317987536896,0.6007396,1.0
2,973633945223876608,0.13671389,0.0
3,557600969790599168,0.2425577,0.0
4,923623702608142338,0.28644696,0.0
5,990259990651863040,0.14055303,0.0
6,1011663805699579905,0.5689953,1.0
7,1030905737524916225,0.41378444,0.0
8,1066401425356480513,0.21046968,0.0
9,1038044639327125504,0.147949,0.0
10,938385356373872641,0.31391966,0.0
11,1002187726148399105,0.6576393,1.0
12,1059142337949970432,0.5801775,1.0
13,984535433005748224,0.77046126,1.0
14,1055994964092555266,0.09693943,0.0
15,1025847950235381760,0.3227184,0.0
16,1030098548346560517,0.97498065,1.0
17,609050012572643331,0.27299753,0.0
18,972301857220526080,0.30864793,0.0
19,860141574302380032,0.543128,1.0
20,1062436504453038080,0.20097269,0.0
21,976176425253425152,0.4092454,0.0
22,928016269676302336,0.3765364,0.0
23,1054573007363080193,0.7335695,1.0
24,941750885226598400,0.21784912,0.0
25,1048352743277166592,0.969388,1.0
26,1059478837052895234,0.3083869,0.0
27,3624234349,0.43423152,0.0
28,963403607667290112,0.1944655,0.0
29,1046448693577023488,0.547806,1.0
30,16197858172608513,0.043170866,0.0
31,280737022962970627,0.08438295,0.0
32,930847809787650048,0.8477054,1.0
33,884589331427590144,0.35493928,0.0
34,1013440470515625984,0.14143603,0.0
35,942924657963028480,0.5039859,1.0
36,231157863509274624,0.3697619,0.0
37,1013044725421572098,0.11927076,0.0
38,1059081475906199552,0.20686893,0.0
39,841730123464351745,0.9214598,1.0
40,944985928635961344,0.85226053,1.0
41,1017134229430394880,0.20735791,0.0
42,960027102086082561,0.7291997,1.0
43,1031279164807159808,0.9819593,1.0
44,953752966061838341,0.74862176,1.0
45,903301361038753792,0.70396715,1.0
46,969530352615161857,0.17578517,0.0
47,1076507543529082880,0.5683699,1.0
48,928664829769994240,0.8133449,1.0
49,911679627457900544,0.4236872,0.0
50,1009585347510976512,0.26590088,0.0
51,1079463436482863104,0.42734292,0.0
52,1074465153415041029,0.3949546,0.0
53,930540339584229376,0.24455072,0.0
54,1051152234707410944,0.83701223,1.0
55,1013946209483010048,0.5159588,1.0
56,964931154347528192,0.6585392,1.0
57,958414536851230720,0.11479944,0.0
58,1007355799734276097,0.0604177,0.0
59,1031659156435070983,0.08079964,0.0
60,1024359808382787585,0.5863005,1.0
61,913819909397925888,0.80306524,1.0
62,1059156586457817089,0.27769393,0.0
63,1047136111477297153,0.1682804,0.0
0,3152435669,0.91359895,1.0
1,1049672304593125377,0.28415078,0.0
2,781909929439424512,0.8477977,1.0
3,876947670597865473,0.6121084,1.0
4,829844536092422147,0.43518758,0.0
5,1011511433547472896,0.40250158,0.0
6,580021855488073729,0.76596594,1.0
7,904794816751570944,0.46806517,0.0
8,890322907985051648,0.79320693,1.0
9,1071129313083305984,0.67224306,1.0
10,920430971207393280,0.1509775,0.0
11,955434948068106242,0.7833337,1.0
12,804089408752406535,0.6998566,1.0
13,1009018995780083713,0.24226382,0.0
14,986405180559282176,0.93718827,1.0
15,11338255958,0.9878219,1.0
16,958393151659626497,0.7575523,1.0
17,892895765055639552,0.25216097,0.0
18,177776873261105153,0.60600144,1.0
19,783865359547772928,0.6151973,1.0
20,902656356175421440,0.39967456,0.0
21,490142367249227776,0.7496226,1.0
22,10688589792,0.80026406,1.0
23,200290364295348225,0.98807484,1.0
24,776193165183356928,0.9746265,1.0
25,710979256227139589,0.99298286,1.0
26,397524530190491649,0.19595648,0.0
27,963744734836678659,0.49828696,0.0
28,1054800855705239552,0.4141486,0.0
29,321992765678428160,0.71829116,1.0
30,1062106158390001664,0.81852996,1.0
31,885918011445706752,0.4664351,0.0
32,1048000808376291328,0.029191768,0.0
33,715553916176367619,0.469544,0.0
34,889886152794267656,0.65798587,1.0
35,465912152042123266,0.6098274,1.0
36,907385771857895424,0.92170584,1.0
37,865273618498019328,0.22590682,0.0
38,251321915594133504,0.38260946,0.0
39,1055894984245694465,0.88043004,1.0
40,14844920408,0.3998896,0.0
41,889915827247558658,0.23291731,0.0
42,927986049174917120,0.6128578,1.0
43,217269383389659137,0.030100359,0.0
44,875837581426085888,0.06521897,0.0
45,1010364824541450240,0.78333914,1.0
46,1039963164438405127,0.45895767,0.0
47,1062018799581478917,0.81852996,1.0
48,941302586547822592,0.07975567,0.0
49,349224248381947907,0.27076825,0.0
50,918680650873475072,0.52981293,1.0
51,748537757677555713,0.12694158,0.0
52,834494362771824640,0.858193,1.0
53,364820355493277696,0.21861055,0.0
54,849437512741289984,0.58298945,1.0
55,1045747818701426690,0.38637185,0.0
56,938033976068988928,0.80574656,1.0
57,1065635521383215104,0.45464182,0.0
58,923621318443929600,0.5434585,1.0
59,610582568296001536,0.22506908,0.0
60,431839975273816064,0.90292406,1.0
61,913714376967905280,0.4096058,0.0
62,905795242754023424,0.78541803,1.0
63,816290953782853633,0.031815767,0.0
0,1011635796628135937,0.4114402,0.0
1,925700693519986688,0.28370982,0.0
2,860617176121606144,0.9713868,1.0
3,463275737756475393,0.5687394,1.0
4,1068206685997678592,0.8071025,1.0
5,282200399568580608,0.09257818,0.0
6,943616158653190144,0.54767597,1.0
7,915675870676885504,0.56906486,1.0
8,614074941978374144,0.175954,0.0
9,893187115579826176,0.06978542,0.0
10,1049804145090281476,0.63639253,1.0
11,491275620010450944,0.9207317,1.0
12,909393337278455808,0.86134917,1.0
13,209477770856767488,0.20412031,0.0
14,970385499151130624,0.8132233,1.0
15,840215691378610176,0.55346626,1.0
16,1054194632274325505,0.6015012,1.0
17,955822850631487488,0.90898764,1.0
18,860842903412887552,0.13930324,0.0
19,1011696449778839552,0.64500993,1.0
20,363027575045500928,0.1385703,0.0
21,429354596515848192,0.37322226,0.0
22,922257671599816704,0.0656166,0.0
23,942809194620624896,0.8857861,1.0
24,1007708919123333121,0.10016992,0.0
25,1035178338007085057,0.5033836,1.0
26,897123867344465920,0.814561,1.0
27,1029837185019768832,0.7640399,1.0
28,956895077376380929,0.20235221,0.0
29,844718337892335616,0.22898467,0.0
30,918503841590599680,0.6395264,1.0
31,936672004509458432,0.13051221,0.0
32,654128090382225408,0.77790713,1.0
33,193391147459153922,0.25708854,0.0
34,879115761054359553,0.5752726,1.0
35,98168885026627584,0.1318471,0.0
36,964859485939519488,0.2752121,0.0
37,526421008413368320,0.42880282,0.0
38,899940747541180416,0.6046172,1.0
39,106724653929742337,0.6814233,1.0
40,961705761721249792,0.33339092,0.0
41,13441862181,0.07777882,0.0
42,999703093552951296,0.3390898,0.0
43,9896255553,0.4297738,0.0
44,920739495712055296,0.8755811,1.0
45,28052910468,0.7306348,1.0
46,912686187168583680,0.689593,1.0
47,697835967714062336,0.76031345,1.0
48,439485334439874560,0.3186402,0.0
49,347006852824973314,0.9198265,1.0
50,923185070415929345,0.724668,1.0
51,1048243193974861826,0.11931272,0.0
52,973671741502443521,0.3267316,0.0
53,891416815246745601,0.6267411,1.0
54,927642232731119616,0.3948263,0.0
55,1013062936141680641,0.43730187,0.0
56,614140860788305921,0.6010073,1.0
57,850059200696901632,0.9071468,1.0
58,930895419697258499,0.074147545,0.0
59,269465037003972608,0.2516829,0.0
60,975801578224484352,0.8698927,1.0
61,958528186496749568,0.398302,0.0
62,286137443269361664,0.29848826,0.0
63,888418504847876097,0.39135143,0.0
0,1010497070522912770,0.3500941,0.0
1,1079117131587801088,0.23286107,0.0
2,977200819350261761,0.29797164,0.0
3,1000915458625683456,0.13615164,0.0
4,1058821048559329280,0.14548464,0.0
5,1050809954934972416,0.47917947,0.0
6,1009500427774283777,0.14918992,0.0
7,1027704851940171777,0.05123,0.0
8,1010244066636902400,0.8695692,1.0
9,1057047312529264641,0.26396623,0.0
10,1058054457588629504,0.48112148,0.0
11,1078757005727125505,0.20084926,0.0
12,958067166917644293,0.17929552,0.0
13,1009436622197350401,0.1528097,0.0
14,999688754821586944,0.23319972,0.0
15,970786313606696960,0.17598474,0.0
16,1056322846572441600,0.12828717,0.0
17,1001533211648937984,0.2854262,0.0
18,1028361911178387456,0.78822845,1.0
19,1046801460636323840,0.4502531,0.0
20,1058506911623118850,0.69502485,1.0
21,1010287817602293760,0.105694935,0.0
22,1004476370687332352,0.12658788,0.0
23,992469818317180929,0.30002993,0.0
24,1032267627073363968,0.19768882,0.0
25,1024378070201978880,0.6864498,1.0
26,989609562704576534,0.6116245,1.0
27,1014966689748930561,0.5542103,1.0
28,1027981685034561537,0.47903734,0.0
29,1016834058180014080,0.41178036,0.0
30,1052293584362332160,0.22289702,0.0
31,954167910951473152,0.67027724,1.0
32,1042951415570804737,0.08330938,0.0
33,961153124575653888,0.07385601,0.0
34,986346309857792001,0.07489207,0.0
35,1040627380254060553,0.50627106,1.0
36,1034731814999535617,0.24628659,0.0
37,1059240144312496128,0.10831211,0.0
38,988774240232108032,0.9261644,1.0
39,1038149638363074560,0.76909137,1.0
40,1059541508829954050,0.5331469,1.0
41,934421625499521025,0.36774024,0.0
42,1027317055907880960,0.068880215,0.0
43,1033106796968337411,0.98722655,1.0
44,1058046809480691712,0.105493344,0.0
45,1027922849527472128,0.08130857,0.0
46,1077975294173036544,0.08999382,0.0
47,977284224091901953,0.057801597,0.0
48,939180755984506880,0.7059811,1.0
49,1057049947693084672,0.4085681,0.0
50,1013743790807572480,0.32323936,0.0
51,964232291512999936,0.16646524,0.0
52,935341440573599744,0.42861345,0.0
53,1032157707980046336,0.2663913,0.0
54,1013498058825486336,0.09923599,0.0
55,1047920705369792512,0.5889208,1.0
56,963772487778549761,0.06692767,0.0
57,1005607980224696326,0.09076185,0.0
58,979477092327919616,0.6762702,1.0
59,978388715117694976,0.8105027,1.0
60,986357033195651073,0.17672968,0.0
61,962504905465434113,0.42569518,0.0
62,1057022852107563010,0.15278094,0.0
63,1006935667421696000,0.7342508,1.0
0,718113426443268097,0.80146587,1.0
1,362286658088996865,0.84927446,1.0
2,912737035739332608,0.5162188,1.0
3,1062324392183631877,0.80504096,1.0
4,385859538987257856,0.7877186,1.0
5,927583436084273152,0.7320984,1.0
6,1032263460254572549,0.6217718,1.0
7,248153423491514368,0.69906235,1.0
8,926194915767398400,0.93539155,1.0
9,991711922071457792,0.4963507,0.0
10,880494943206330369,0.8713097,1.0
11,1006975969696079872,0.97689694,1.0
12,787795907832082432,0.9742319,1.0
13,629860238909288449,0.90332603,1.0
14,210865170401075200,0.31124508,0.0
15,957976951356092416,0.6758556,1.0
16,973255205138640896,0.12162251,0.0
17,860679264395448321,0.17824349,0.0
18,385146301421060096,0.9222456,1.0
19,1053632425161560064,0.2548443,0.0
20,96197453254107137,0.086875856,0.0
21,1061285398159208448,0.73823804,1.0
22,917764614397493249,0.43079552,0.0
23,843502046233972741,0.6801748,1.0
24,1007790608281300992,0.29883218,0.0
25,898245434660995072,0.7524128,1.0
26,935691754132688897,0.53813773,1.0
27,806570436565860352,0.048703983,0.0
28,11011373838,0.24146505,0.0
29,805900483533672448,0.75942665,1.0
30,454777670992031744,0.78681135,1.0
31,908445852607315968,0.5891128,1.0
32,994311474326790145,0.3516772,0.0
33,310038074828673024,0.37688285,0.0
34,839988312202981376,0.062014036,0.0
35,928012686255886336,0.86361235,1.0
36,251036195960807424,0.16075073,0.0
37,1001057806592696320,0.2988368,0.0
38,1031572515880099841,0.9652885,1.0
39,1056888068203048960,0.57334316,1.0
40,855791272388415489,0.6200129,1.0
41,429320483230584832,0.93864924,1.0
42,528652769129795585,0.44055465,0.0
43,905196457262817281,0.64083606,1.0
44,812076506193149952,0.8171138,1.0
45,1032020377462038535,0.83148736,1.0
46,925468535274405888,0.610409,1.0
47,982703040389099521,0.40781456,0.0
48,357513358817239041,0.44914076,0.0
49,975167775881809921,0.4221936,0.0
50,613397133836832768,0.9472153,1.0
51,858055346350379010,0.35077718,0.0
52,1062120620664782848,0.80504096,1.0
53,1013370030766088192,0.2942822,0.0
54,880054547477139457,0.5527922,1.0
55,670235298140409856,0.91441166,1.0
56,1012015983064739841,0.3610703,0.0
57,1054173531926347776,0.3488586,0.0
58,983645116018642944,0.20911658,0.0
59,959230410138959873,0.33193862,0.0
60,365871424759533568,0.7969727,1.0
61,202448104631435264,0.66541165,1.0
62,717069085046079488,0.97274405,1.0
63,1001533293563711488,0.4359869,0.0
0,950137888393613313,0.13108091,0.0
1,1032114148191162368,0.21593598,0.0
2,1021583882779615232,0.07541796,0.0
3,1057026191176142853,0.97706646,1.0
4,1009795646956679168,0.23427656,0.0
5,1047243990355996672,0.88021904,1.0
6,973587377380904961,0.59318346,1.0
7,962701059167629312,0.23737907,0.0
8,974021397017169927,0.5205994,1.0
9,1016465751425855489,0.16613607,0.0
10,1004910948140900352,0.56079847,1.0
11,984506715881140224,0.21898131,0.0
12,1050792984910938119,0.43332362,0.0
13,1051111452516462592,0.5091738,1.0
14,1028377535544025088,0.04096315,0.0
15,1006259694040739840,0.2116672,0.0
16,1073831844137848832,0.0782916,0.0
17,1053418258114592773,0.03440217,0.0
18,1035859203418664962,0.0718406,0.0
19,1079514311079256065,0.31726596,0.0
20,1009442128680939521,0.12721469,0.0
21,960201230831226881,0.58821714,1.0
22,968539564875894784,0.23583417,0.0
23,969629125882228736,0.056205098,0.0
24,1057770550825811968,0.64735425,1.0
25,938467301942349824,0.21914276,0.0
26,1079268596025606144,0.12020394,0.0
27,1009929217281273857,0.6123842,1.0
28,1053069919556853760,0.10378969,0.0
29,1007345137490497536,0.24222286,0.0
30,953733252996632582,0.5383797,1.0
31,1055491798368428032,0.763106,1.0
32,1010177781869764608,0.43055397,0.0
33,999306214549966848,0.03077643,0.0
34,1052653807098839042,0.0545036,0.0
35,1059579128641449984,0.49280226,0.0
36,965985945316155393,0.29540005,0.0
37,1037401221135388672,0.6490896,1.0
38,1052227759144148992,0.36619362,0.0
39,1053356588373762048,0.65658903,1.0
40,1044345130243756033,0.70656514,1.0
41,1001904513073246208,0.7465057,1.0
42,1073756523715813376,0.46082896,0.0
43,1032497851824132096,0.64888716,1.0
44,956694140082905088,0.14749321,0.0
45,950483619021312000,0.33795288,0.0
46,1059928577175666696,0.20243748,0.0
47,940617174405799937,0.7102512,1.0
48,1067069911707484160,0.04280823,0.0
49,948294986449252352,0.6439735,1.0
50,1054791154078646272,0.3092302,0.0
51,1060229735190589442,0.5146815,1.0
52,1023757572313108480,0.10904214,0.0
53,979078067233619969,0.32408437,0.0
54,977226132339572736,0.15027292,0.0
55,1046511116199895040,0.045955904,0.0
56,1070684996208390145,0.87904805,1.0
57,1027231422526967808,0.09172339,0.0
58,1051528946158903296,0.2912399,0.0
59,1007595577863962627,0.35684037,0.0
60,1076184778250936320,0.74642944,1.0
61,953021178821701632,0.5307956,1.0
62,948638416136228865,0.7124732,1.0
63,1075427349875908609,0.6110518,1.0
0,1017890353943375872,0.4200429,0.0
1,1076197178044006406,0.26495698,0.0
2,998310142629306370,0.42123705,0.0
3,1043120242417954816,0.13854088,0.0
4,1006553097349615617,0.141011,0.0
5,1008492706409140225,0.11951668,0.0
6,973698600604598274,0.710475,1.0
7,962067082438369282,0.17708439,0.0
8,943235665424273408,0.30896822,0.0
9,931625145583718400,0.648717,1.0
10,1059662690837090304,0.37065285,0.0
11,950790922115182596,0.2581369,0.0
12,964558487001944065,0.53614795,1.0
13,1024503891835011074,0.22474349,0.0
14,1034549935566282752,0.552996,1.0
15,995031259700219905,0.3340377,0.0
16,980471593783590912,0.32757312,0.0
17,1056686908644954113,0.5158955,1.0
18,1058436981309485057,0.021388426,0.0
19,950444381823275010,0.18618625,0.0
20,958149630289764352,0.27590057,0.0
21,1041385570839064576,0.56009585,1.0
22,1039728414129762304,0.09673935,0.0
23,1072866597079986177,0.65637,1.0
24,1079043460659728386,0.23703203,0.0
25,1056699451664941056,0.36469707,0.0
26,959165192608284672,0.06179163,0.0
27,1052348557741760512,0.048473157,0.0
28,1000133762938822658,0.43792918,0.0
29,1032008320201224192,0.068352275,0.0
30,1046166536233324545,0.30016544,0.0
31,957675950547841024,0.66119725,1.0
32,959528939378171906,0.97975713,1.0
33,1050410668707508231,0.6254317,1.0
34,1078676791718481921,0.37928072,0.0
35,935264174673870848,0.023546742,0.0
36,1029586300918059008,0.61848384,1.0
37,961277886878699520,0.6563322,1.0
38,1050459378829197312,0.23401763,0.0
39,957053852468985857,0.842869,1.0
40,1059502864685510661,0.600068,1.0
41,1009535036041940992,0.14751959,0.0
42,937750831121752067,0.076885656,0.0
43,1009183255013330945,0.03385572,0.0
44,1062472676298514432,0.4718547,0.0
45,944619479203397632,0.4853492,0.0
46,954421645845901314,0.22131407,0.0
47,1053252142390222848,0.43855086,0.0
48,950429968835796993,0.4389168,0.0
49,993303802450071552,0.089405,0.0
50,1032688742270726144,0.8358802,1.0
51,963464957386948609,0.53175724,1.0
52,1054873343575449600,0.36384493,0.0
53,958150747614601221,0.34979105,0.0
54,978722025987543040,0.86512977,1.0
55,1050496068608094208,0.45092362,0.0
56,1033096550682189826,0.58979857,1.0
57,1045358633788362752,0.4936515,0.0
58,1003105469890777100,0.23638096,0.0
59,961334182378029056,0.7522412,1.0
60,1019598681694199809,0.056473475,0.0
61,982257672299753473,0.85474896,1.0
62,1054549134995283968,0.092894524,0.0
63,1061393048196665344,0.14653088,0.0
0,879403508545585154,0.56460947,1.0
1,28098812539047936,0.5942695,1.0
2,843903726108721152,0.88607055,1.0
3,360936143262466048,0.7566911,1.0
4,231857059623206912,0.3898834,0.0
5,297482143397974016,0.4660788,0.0
6,986325160482496512,0.46040756,0.0
7,559837964545441792,0.28264332,0.0
8,1059840431188516864,0.8005497,1.0
9,1053381408964542469,0.1063164,0.0
10,1027957709113503744,0.38906464,0.0
11,874726520857690113,0.89748245,1.0
12,357203078325338112,0.86520225,1.0
13,883298302724194306,0.11374389,0.0
14,1059747332965720064,0.19719383,0.0
15,941698109201178624,0.28527203,0.0
16,909480337650143236,0.32374555,0.0
17,535908868791234560,0.25245777,0.0
18,1073568688715022338,0.045575976,0.0
19,380380788497195008,0.18944362,0.0
20,243536017318105088,0.36546752,0.0
21,990692699362783232,0.8774008,1.0
22,1029442475147096064,0.81995285,1.0
23,360061067428245504,0.2133662,0.0
24,342038639762608128,0.49682683,0.0
25,453569683065937921,0.12050499,0.0
26,1005150081669099521,0.044041067,0.0
27,856906844564066304,0.30978662,0.0
28,860300284878217218,0.23006682,0.0
29,900382393919557632,0.9858311,1.0
30,1045800480847392768,0.7167417,1.0
31,880821149827043329,0.3758444,0.0
32,58906640828743680,0.46268243,0.0
33,555097242780958721,0.72603244,1.0
34,864835667741769729,0.30550554,0.0
35,1002395419471634432,0.92486703,1.0
36,918682574800617472,0.15921098,0.0
37,1069447060473241600,0.73933655,1.0
38,335044257662504960,0.2660994,0.0
39,794621766077452288,0.23527353,0.0
40,972223005538574336,0.98087925,1.0
41,882671672494497792,0.6854078,1.0
42,431835000909340672,0.1001748,0.0
43,533670194829615104,0.48047438,0.0
44,941055354875580416,0.032752022,0.0
45,928336634797576192,0.65154874,1.0
46,954155449141645312,0.48044753,0.0
47,340120431191277568,0.28566432,0.0
48,89397947082604544,0.20849168,0.0
49,970739320888885248,0.23339722,0.0
50,859830578455224321,0.058469005,0.0
51,1078809417469095936,0.46539196,0.0
52,1072264698244911104,0.5539036,1.0
53,1032614376774291459,0.05708433,0.0
54,772797766238138368,0.96701795,1.0
55,891014040562126848,0.25434804,0.0
56,1022945807618781186,0.4853067,0.0
57,748266623971262464,0.78208804,1.0
58,956722363223216128,0.3234463,0.0
59,1009596196787085312,0.20753433,0.0
60,506884769490018304,0.82450426,1.0
61,892448920693026817,0.6694107,1.0
62,868955797014945793,0.9045466,1.0
63,1034561399811272705,0.8100545,1.0
0,1002536872822878210,0.104205765,0.0
1,938209486900211712,0.8563113,1.0
2,540905446769717248,0.8413102,1.0
3,983786567906013190,0.6691954,1.0
4,1067416132683005952,0.036631577,0.0
5,860294614187683840,0.33601314,0.0
6,319877492074749953,0.20939629,0.0
7,982235803517530112,0.34403992,0.0
8,1043601022558580737,0.6236658,1.0
9,957741073614364672,0.5825026,1.0
10,1045337127754567680,0.39439982,0.0
11,1051122477848567810,0.81794226,1.0
12,911249765962326024,0.121438384,0.0
13,1053456044192555008,0.6102467,1.0
14,1075416550251720705,0.2241264,0.0
15,837362371169562630,0.551857,1.0
16,941794524027936768,0.36243084,0.0
17,1008558795847446528,0.5592168,1.0
18,970005961816596480,0.2425034,0.0
19,1009852426910818304,0.23351827,0.0
20,553640463128088578,0.7823393,1.0
21,1004029446351802368,0.10359149,0.0
22,970658622538731520,0.67631435,1.0
23,1075185417777868800,0.40382507,0.0
24,979095566541119488,0.077201076,0.0
25,964997675698532353,0.39657348,0.0
26,908504369645211648,0.8801841,1.0
27,285696649811091457,0.31843084,0.0
28,824332397651095552,0.2522908,0.0
29,877694355468845056,0.37429836,0.0
30,927653704655831041,0.31891838,0.0
31,1053431841456189440,0.03834174,0.0
32,805121851668185089,0.032563537,0.0
33,963099143357874176,0.61961895,1.0
34,1059922622673117184,0.24918193,0.0
35,913212377402920960,0.64906657,1.0
36,1019768034188251136,0.15024033,0.0
37,170544672761069569,0.29746908,0.0
38,1005133855546732544,0.06512434,0.0
39,1038832892888133632,0.109535925,0.0
40,889614926267858944,0.53278,1.0
41,957452573530828800,0.22739936,0.0
42,976854968903839744,0.3595988,0.0
43,860245334454358018,0.4900636,0.0
44,213693298655768578,0.11261551,0.0
45,860196514974617601,0.26754567,0.0
46,993231172284157953,0.6969692,1.0
47,1051093272167354368,0.30616197,0.0
48,997397890279641088,0.5441939,1.0
49,954458694497914880,0.7348388,1.0
50,1030113934169128960,0.0774804,0.0
51,1009822988521431040,0.120313436,0.0
52,842567999051763718,0.22884397,0.0
53,1030551408401997824,0.07408066,0.0
54,925070586107195392,0.59434015,1.0
55,5458724446,0.6621463,1.0
56,182946311379750914,0.8853218,1.0
57,1070855555185631232,0.1352559,0.0
58,922926443826356225,0.43231368,0.0
59,1025429841955368961,0.5423334,1.0
60,49931027593965568,0.96831423,1.0
61,921028621908758528,0.31359532,0.0
62,842419535634436097,0.11414112,0.0
63,1019300230989312003,0.7100413,1.0
0,978699996148256768,0.040207174,0.0
1,1032054694120710149,0.48147207,0.0
2,984257476441681920,0.6203722,1.0
3,931248491820707840,0.53393316,1.0
4,996944572684025856,0.5265893,1.0
5,986360655501561857,0.65963477,1.0
6,981979560832045062,0.33456212,0.0
7,1018950161589002245,0.29370245,0.0
8,1072332224521998337,0.6719776,1.0
9,985981045932724225,0.34033722,0.0
10,1026621122475900928,0.88564116,1.0
11,943612565422264320,0.8680905,1.0
12,1031655302746189825,0.5505768,1.0
13,1002283242735595521,0.7786246,1.0
14,1058012750474022912,0.8634216,1.0
15,1003759584375463936,0.28477573,0.0
